Job Titles,Company Names,Experience Required,Package,Locations,Skills
Pre Sales Executive,Sps Intrad,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,IT servicesPerformance tuningMS SQLData modelingDatabase designCMMIHealthcareTroubleshooting
Manager - Analytical Development,Sun Pharma,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,Customer acquisitionCampaign planningTelecomData analysisSales operationsProject managementManager Quality ControlAnalytics
AI ML Architect,E Solutions,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,Image ProcessingTechnical ArchitectBiometricsIRISPattern RecognitionFinger VeinBioinformaticsSensor
Internal Audit Analytics,Wsne Consulting,7-9 Yrs,Not disclosed,Bangalore/Bengaluru,JavaC++NLPPerlMachine LearningAlgorithmData StructurePython
Associate,Netscribes,1-4 Yrs,Not disclosed,Bangalore/Bengaluru,Computer VisionK-meansVideo EditingC++CboostingGMMHMM
Manual Tester,Diverse Lynx,8-13 Yrs,Not disclosed,Bangalore/Bengaluru,MLIRCompiler DesignC++R CNNoperational excellencemachine learningDeep LearningMachine
Analytics Professionals,Sensara Technologies,5-8 Yrs,Not disclosed,Bangalore/Bengaluru,SANC++AutomationSOCFunctional testingDebuggingPerlMATLAB
Offering Manger / Consulting Manager - Insurance,EVRY India,7-12 Yrs,Not disclosed,Bangalore/Bengaluru,TrainingTutordeep learningSkill developmentMachine learningProgrammingMentorbig data
Digital Marketer - Analytics,Cybage,3-7 Yrs,Not disclosed,Bangalore/Bengaluru,Safety management systemprocessProcess planningCADSparkSafetyPreventive maintenanceBASIC
Machine Learning Lead,Artpark,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,Data analysisRegulatory reportingBusiness AnalystAgile methodologyInvestment bankingCapital marketMS OfficeProject delivery
Associate BU Process Excellence & Analytics,Varroc Engineering,4-9 Yrs,Not disclosed,Bangalore/Bengaluru,ArchitectDigital mediahuman capitalManager Technologymodel developmentDeploymentIndividual ContributorMonitoring
"Manager, Forecasting",Novartis,10-13 Yrs,Not disclosed,Bangalore/Bengaluru,Data analysisWarehouseNutritionSNPchild developmentProgrammingPrincipal InvestigatorEpidemiology
Power BI Admin,Osisoft,5-10 Yrs,Not disclosed,"Hybrid - Bangalore/ Bengaluru, Karnataka",Data analysisNutritionSNPMachine learningchild developmentProgrammingPrincipal InvestigatorEpidemiology
Manager,Skillety,4-7 Yrs,Not disclosed,Bangalore/Bengaluru,RPandasNumpyPythonMATLABMachine learningMachineManagement
SOW BOBJ,Skillety,2-7 Yrs,Not disclosed,Bangalore/Bengaluru,open aiArtificial IntelligenceData MiningText MiningMachine LearningDeep LearningPythonIntelligence
TM Implementation,JSM TECHNOLOGIES PVT. LTD,3-8 Yrs,Not disclosed,Bangalore/Bengaluru,UnixAutomationappiumLinuxTesting toolsAutomation toolsShell scriptingAgile
AI Researcher,Dolby,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,UnixPayrollPublishingdata securityConsultingShell scriptingPLSQLScheduling
Manager - Reporting,Dentsu Webchutney,5-10 Yrs,Not disclosed,Chennai,MicrostrategyPerformance tuningPayrollPublishingCodingdata securityConsultingScheduling
Manager - Reporting,dentsu international,2-3 Yrs,Not disclosed,Bangalore/Bengaluru,Data analysisSystem maintenanceBusiness analysisMISWorkflowAdvanced ExcelManagementOperations
Adobe Analytics,Diverse Lynx,6-10 Yrs,Not disclosed,Bangalore/Bengaluru,CROData analysisAutomationCodingProcess improvementHealthcareOracleData mining
IOT Architect,HighPoints Technologies India Private Limited,1-3 Yrs,Not disclosed,Bangalore/Bengaluru,Agile MethodologyServicenowITSMApi IntegrationAutomation Test FrameworkItomAutomation testingTesting Frameworks
Visual Analytics Specialist II-IN,Diverse Lynx,2-4 Yrs,Not disclosed,Bangalore/Bengaluru,Associate AnalystSAPBusiness transformationExcelData managementProcess improvementMicrosoft applicationsData collection
GData Entry Specialist,Ours Global,1-5 Yrs,Not disclosed,Bangalore/Bengaluru,TranslationKPIAnalyticalpower biApplication securityBusiness intelligenceData warehousingAnalysis services
Project Manager,Jesper Apps Software Services,7-12 Yrs,Not disclosed,Bangalore/Bengaluru,Data analysisBackendOperations researchSimulationData modelingIntellectual propertyForecastingMATLAB
IOT Lead,HighPoints Technologies India Private Limited,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,Data analysisERPMISAnalyticalCustomer supportTroubleshootingMS OfficeOperations
Claims Adjudication Claims BA (L3),Ascendion Engineering,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,TrainingDigital mediaGoogle AnalyticsPDFadobe analyticsWeb analyticsManagement systemsSocial media
PRM ACI consultant,Burgeon IT Services Pvt ltd,4-12 Yrs,Not disclosed,Bangalore/Bengaluru,Data analysisData validationProject managementAgiledata visualizationmicrosoftOperationsAnalytics
Analytics Implementation Specialist II,Xpheno,5-10 Yrs,Not disclosed,"Hubli, Mangaluru/Mangalore, Mysore/Mysuru, Bangalore/Bengaluru, Belagavi/Belgaum",Supply chainProduct managementOperations researchAnalyticalProcess controlConsultingManufacturing engineeringCustomer service
Analytics Implementation Specialist,Xpheno,8-10 Yrs,Not disclosed,"Varanasi/Benaras, Allahabad/Prayagraj, Agra",Solution architectureNoSQLArtificial IntelligenceMachine learningJavascriptPresalesApplication developmentAnalytics
Operations Manager,Xpheno,2-7 Yrs,Not disclosed,"Varanasi/ Benaras, Uttar Pradesh",Google AnalyticsWeb technologiesAnalyticsGoogle
Web Analytics,NovoTree Minds Consulting Pvt. Ltd.,3-8 Yrs,Not disclosed,Bangalore/Bengaluru,Biostatisticssas programmingClinical TrialsstatastatisticsSASProgramProgramming
Manager,SG Analytics Pvt Ltd,5-8 Yrs,Not disclosed,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",Analytical skillsOperations researchMarketing analyticsExcelMachine learningProgrammingEconometricsForecasting
Prism Analytics,Diverse Lynx,3-7 Yrs,Not disclosed,"Hybrid - Bangalore/ Bengaluru, Karnataka",QAdeep learningMachine learningAgileEffort estimationOpen sourceCateringDownstream
Lead - Pre-sales,poolnt,3-7 Yrs,Not disclosed,"Bangalore/ Bengaluru, Karnataka",SurveySurvey DesignCMixAskiaDimensionsQualtricsDecipherConfirmit
Tech Lead,Excel Intelligence Services,2-4 Yrs,Not disclosed,Bangalore/Bengaluru,Data analysisStatistical analysisNutritionSASDatabase managementpower biSPSSResearch
Snr. Spec. Platform Analytics AI,Novartis,2-4 Yrs,Not disclosed,Bangalore/Bengaluru,Accounting SkillsEnglish LanguageCommunication SkillsWeb ResearchCold CallingColdWeb technologiesCalling
"Opportunity For Computer vision , OpenCV, Python Skills, Vizag..!",Xinthe Technologies,3-7 Yrs,Not disclosed,Bangalore/Bengaluru,Data analysisOperations researchClaimsSASStaffingAnalyticalHealthcareLife sciences
Stakeholder Engagement & Public Affairs Manager,HM Constructions,1-3 Yrs,Not disclosed,Bangalore/Bengaluru,deep learningData analysisStaffingMachine learningManager TechnologyData collectionPattern recognitionManagement
Executive,GVK Bio,2-5 Yrs,Not disclosed,"Hybrid - Pune, Maharashtra, Bangalore/Bengaluru",AutomationResource utilizationGCPDisaster recoverydata governancehadoop administratorInformation technologyYARN
Microsoft SQL Server,Paraminfo,2-6 Yrs,Not disclosed,Bangalore/Bengaluru,Health insuranceAutomationGoogle AnalyticsExcelRDBMSAnalyticalSocial mediaWellness
Consultant - DS BI&A,Eli Lilly And Company,1-3 Yrs,Not disclosed,Surat,SQAData analysisProject managementConfiguration managementCMMIScrumRisk managementMacros
PowerBI,Diverse Lynx,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,Generating Reportsoperational AnalysisMIS Supportteam handlingReport generationMISAutomobileReporting
ServiceNow HR,Diverse Lynx,4-9 Yrs,Not disclosed,"Cannanore/Kannur, Bangalore/Bengaluru",SANC++AnalyticalMedical insuranceAnalyticsMonitoringCRMMedical
AD - Dot Net,Diverse Lynx,5-8 Yrs,Not disclosed,"Mumbai, Bangalore/Bengaluru",IT servicesAutomationProject managementAnalyticalConsultingCMMIHealthcareMarket research
Artificial Intelligence Researcher,Cotocus Com,8-13 Yrs,Not disclosed,Mumbai,BPOStatistical programmingData analysisAutomationData managementAnalyticalData collectionCRM
Executive,Nexdigm,4-9 Yrs,Not disclosed,Bangalore/Bengaluru,tableauWealth managementpower biE-commerceBusiness process managementMedical insuranceBusiness understandingProduct strategy
IOT Edge,Skillety,2-7 Yrs,Not disclosed,Bangalore/Bengaluru,Stress testingAutomationAnalyticalMachine learningmodel developmentcommercial financeOperationsMonitoring
Team Lead - Pricing and Analytics,TYA Business Solutions,4-7 Yrs,Not disclosed,Mumbai,Performance tuningData analysisBusiness objectstableauExcelAdvanced ExcelStakeholder managementTroubleshooting
Team Lead - Business Intelligence,TYA Business Solutions,4-9 Yrs,Not disclosed,Bangalore/Bengaluru,Performance tuningData analysisBusiness objectstableauExcelAdvanced ExcelStakeholder managementTroubleshooting
Inside Sales,Geoiq,5-7 Yrs,Not disclosed,Bangalore/Bengaluru,MS SQLData analysisManager Quality AssuranceGoogle AnalyticsProject managementPostgresqlMySQLMongoDB
QA Python Linux,GRENOSEARCH,3-7 Yrs,Not disclosed,Bangalore/Bengaluru,Power BISSISAzureETLEltBiMicrosoft Azure
IOT Security Consultant,Staffice Global,2-5 Yrs,Not disclosed,"Mumbai, Jamshedpur, Bangalore/Bengaluru",Data managementSASAnalyticalPharmaXMLProcess improvementClinical trialsHealthcare
Tableau,NR Consulting,1-6 Yrs,Not disclosed,Bangalore/Bengaluru,Data managementSASAnalyticalPharmaXMLProcess improvementClinical trialsHealthcare
CE Functional,Hitachi Solutions,15-20 Yrs,Not disclosed,Bangalore/Bengaluru,Data analysisadobe analyticsWeb analyticsBfsiBusiness analysisOnline marketingHealthcareAutomotive
FIN-Global Middle Office,Nomura Capital,15-20 Yrs,Not disclosed,Bangalore/Bengaluru,Data analysisCodingGCPClinical trialsclinical developmentHealthcareLife sciencesSAS Programming
Manager - Phygital Insights,Phygital Insights,2-6 Yrs,Not disclosed,Bangalore/Bengaluru,SANData analysisPDFAnalyticalSOCSMSData collectionSPSS
Research Assistant - ICMR - AI - Project,St. JohnÃ¢Â?Â?s Research Institute,5-10 Yrs,Not disclosed,Mumbai,Computer scienceERPData validationTeam managementAnalyticalReconciliationBusiness intelligenceForecasting
Interface Consultant,Aspire Systems,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,Data analysisSAPStatistical analysisSASConflict managementGCPSARProtocol development
Associate - Collection Strategy - Non-X Collection,Tata Capital,7-15 Yrs,Not disclosed,Bangalore/Bengaluru,Data dictionaryData conversionDatabaseStored proceduresSSISSQLTestingSoftware testing
Biostatistician 2,Novartis,3-5 Yrs,Not disclosed,Hyderabad/Secunderabad,Business processDelivery managementTechnology managementSkill developmentProject managementProcess improvementBillingConsulting
DWH Lead,Sun Pharma,4-9 Yrs,Not disclosed,Calicut/Kozhikode,Supply chain managementRFBfsiAnalyticalSocial mediaConsultingHealthcareSEM
FIN-Liability & Liq Mgt,Nomura Capital,4-6 Yrs,Not disclosed,not specified,Product managementComputer scienceArtificial IntelligenceConsultingMachine learningPresalesHealthcareNatural language processing
Manager- Business Intelligence,Nippon Life India Asset Management Limited,2-8 Yrs,Not disclosed,Bengaluru,PDFArtificial IntelligenceHRResearchTeaching FacultyHrsdTeachingIntelligence
Sales Supervisor,Pepsi Foods,6-11 Yrs,Not disclosed,Bangalore/Bengaluru,Supply chain managementRFBfsiAnalyticalSocial mediaConsultingHealthcareSEM
Statistical Programmer,Novartis,2-6 Yrs,Not disclosed,Chennai,WFMWorkforce ManagementCapacity Planningwork force managementWorkforceManagementCapacityPlanning
Manager,Bank Of America,4-10 Yrs,Not disclosed,Bangalore/Bengaluru,Data Processing ExecutiveExcelData collectionDatabaseProgrammingMS WordMS Office WordDBMS
Manager,Bank Of America,4-7 Yrs,Not disclosed,Bangalore/Bengaluru,Software Integrationdata analysisframework CreationAnalysisDataFrameworkAnalyticsTechnical
Guidewire Implementation Consultant,Aspire Systems,5-6 Yrs,Not disclosed,Bengaluru,Data Analysisdata managementPower BiHadoopprogramming languageTableauSparkSQL
Associate Manager,Pepsi Foods,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,NetworkingtelcoPackagingPLSQLSenior LeadSchedulingARMAmdocs
Global Strategy Manager- Revenue Growth Management,Pepsi Foods,5-7 Yrs,Not disclosed,Bangalore/Bengaluru,CSSBackendGCPOpencvhtml5DjangoCloudJavascript
Business consultant,Aspire Systems,5-9 Yrs,Not disclosed,Bangalore/Bengaluru,TensorflowPytorchCloudKeraML SolutioningOCRMlSolutioning
delivery excellence partner,Diverse Lynx,5-8 Yrs,Not disclosed,Bengaluru,EDAData VisualizationsMachine LearningPythonAlgorithmsNLPdata gatheringregression
Principal Statistical Programmer,Nimble Clinical Research,5-8 Yrs,Not disclosed,Mumbai,ExcelMySQLSQLSQL Support
Associate,Tata Capital,4-8 Yrs,Not disclosed,Hybrid - Mumbai,Application supportBusiness analysisMachine learningAgilePerformance optimizationJSONTroubleshootingbig data
Digital Marketing- Adobe Analytics,Cybage,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,Computer scienceData analysisSAPCodingClinical trialsSAS ProgrammingMacrosSDLC
DEx Enabler,Diverse Lynx,6-11 Yrs,Not disclosed,Bangalore/Bengaluru,Computer sciencePerformance tuningData analysisSAPCodingClinical trialsSAS ProgrammingMacros
Abinitio Developer,Changeleaders Consulting,4-8 Yrs,Not disclosed,"Pune, Bangalore/Bengaluru",google tag managerData Studiolooker studioweb analyticsgoogle analyticsdigital marketingDebugging SkillsUniversal Analytics
Sr. Collibra DQ Consultant,Data Economy,5-8 Yrs,Not disclosed,Bengaluru,GeometryC++Image processingMachine learningDigital signal processingFlexMATLABAnalytics
"Sr. Manager, Strategy & Analytics",Capella University,2-12 Yrs,Not disclosed,Hyderabad/Secunderabad,Executive 2VLOOKUPData AnalystAdvanced ExcelMathematicsdata visualizationMIS ExecutiveMIS
Senior Manager Analytics,Mirum,2-5 Yrs,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru",hadoop administratoradministrationhadoop administrationhadoop
Power Bi Developer,Techwave Consulting,3-6 Yrs,Not disclosed,Coimbatore,tableauSASBI AnalystAnalyticalMarketing supportSchemalinear regressionAnova
Senior Web Scraping Specialist,Aimleap,4-6 Yrs,Not disclosed,Bangalore/Bengaluru,Health insuranceClaimshealthcare operationsSite selectionBusiness analyticsPharmaConsultinghealthcare analytics
Power BI Developer,Cygnux Softtech,3-5 Yrs,Not disclosed,"Jaipur, Bangalore/Bengaluru",Front officeAnalyticalInvestment bankingAsset managementMS OfficeRisk managementMacrosFinancial services
Frontend Developer,Heart It Out,3-6 Yrs,15-30 Lacs PA,Bangalore/Bengaluru,Analytical skillsExcelBusiness AnalystBusiness analysisHealthcarepower biconsumer goodsAnalytics
Senior Bioinformatician,The Gene Box,3-7 Yrs,Not disclosed,Bengaluru,automation frameworkVersion controlGITTest scriptsTest managementAnalyticalSeleniumsoftware quality
Power BI Developer,MindQuad Solutions Private Limited,8-12 Yrs,Not disclosed,Vadodara,Relationship managementData managementMarket intelligenceInvestment bankingAsset managementBusiness strategyMS OfficeInformation technology
Research Associate / Sr. Research Associate,Xcelris Medical Genetics.,4-9 Yrs,Not disclosed,"Hyderabad/ Secunderabad, Telangana",Log shippingBmc RemedySSRSDatabase administrationWindowsSSISTroubleshootingJIRA
Sr MIS Executive,Impact Guru,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,NoSQLCloudHadoopInfrastructureManagementSC
Team Lead/Sr - Data Scientist,Megma Services,1-6 Yrs,Not disclosed,Mumbai,Web analyticsdata governanceMarketing operationsPredictive modelingData qualityAdobeDigital marketingProject delivery
Full Stack Mobile App Developer,Applite Solutions,5-7 Yrs,Not disclosed,Bangalore/Bengaluru,Computer scienceArtificial IntelligenceMachine learningTest planningHTTPNatural language processingInformation managementTest cases
Sr MIS Executive,Hiringlink Talent Solutions Llp,5-10 Yrs,Unpaid,Bangalore/Bengaluru,Interpersonal skillssparkHadoopbig dataAWSSoftware solutionsSupervisionPython
Senior Manager ML Operations,Workday Inc,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,TelecomAutomationCivilrobot frameworkMechanicalSeleniumInvestment bankingBudgeting
Senior Manager - Quantum Computing,Value Vision Management Consultants,5-10 Yrs,Not disclosed,Pune,Analytical skillsProduction supportMS.netTechnology solutionsmicrosoftSQLAnalytical SkillAnalytical
Senior Manager - Machine Learning,Value Vision Management Consultants,5-7 Yrs,Not disclosed,Bangalore/Bengaluru,Software development methodologiesAnalyticalAWSObject oriented programmingTeam coordinationPythonObjectDevelopment Methodologies
Senior Growth Associate,Mealawe,1-5 Yrs,3-7 Lacs PA,Aurangabad,global operationsMISCMAInvestment bankingAsset managementInformation technologyCostFinancial services
Senior Power BI Lead - 8 - 12yrs - FT ( Remote ),Yavda Analytics,9-10 Yrs,Not disclosed,Hyderabad/Secunderabad,AdministrationSIDEtableauRFManager TechnologyManagementTroubleshootingBusiness solutions
AI BOT Operation Senior Manager,Binance,2-6 Yrs,9-14 Lacs PA,"Hyderabad/Secunderabad, Bangalore/Bengaluru",Web application testingWeb technologiesTest scriptsAgile developmentJavascriptHTMLTest casesInformation technology
Hadoop Developer,Jeevanopadhi.com,1-5 Yrs,5-7 Lacs PA,Bangalore/Bengaluru,Statistical programmingSASData managementScientific writingproject supportClinical trialsData structuresManager Quality Control
Python Developer,Coders Brain Pvt Ltd,1-5 Yrs,Not disclosed,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",IT servicesBPOBusiness processTeam managementProcess improvementConsultingGap analysisAnalytics
Workforce Management / Sr. MIS Executive - 1,Almoh Media,5-10 Yrs,Not disclosed,Bengaluru,Help DeskCustomer Servicedata analysiscustomer relationshipaccess controlsTelephony supportInformation
Senior Regulatory Reporting Specialist (Power BI),Dtcc,9-14 Yrs,Not disclosed,Bangalore/Bengaluru,TrainingPayrollBusiness analysisUnit testingManagementSoftware implementationBusiness ExecutiveComplaint management
